//Infinity SDlogger
//Ver0.33
[Head]
SondeName=ASTD152-ALC-R02
SondeNo=0315
SensorType=D0D1T1C1C2K0U3O0TOB0
Channel=10
DelayTime=0
PreHeat=5000
MeasMode=0
BurstTime=1
BurstCnt=1
Interval=100
SampleCnt=1750      
StartTime=2022/09/06 09:23:52
EndTime=2022/09/06 09:26:46
DepAdjRho=1.0250
ECA=0
ECB=1
ECDeg=25
ECCoef=0.022
CHLA=0
CHLB=1
CoefDate=2018/08/27
Ch1=-7.027595e-01,+2.161007e-04,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch2=0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch3=-5.714067e+00,+1.062201e-03,-1.196327e-08,+2.638040e-13,-3.010376e-18,+2.176796e-23,+0.000000e+00,+0.000000e+00,
Ch4=+5.010445e-02,+3.809940e+01,+3.164015e-02,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch5=0.000000000e00,1.0000000000000,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
Ch6=-4.734926e+00,+7.539691e-03,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch7=-8.423751e+00,+1.271962e-02,+6.610446e-08,+2.867850e-14,+0.000000e+00,+0.000000e+00,+0.000000e+00,+0.000000e+00,
Ch8=-4.240523e+01,+2.142968e+06,-5.590543e+03,+1.189900e-02,+4.000000e-03,+1.082000e-04,+0.000000e+00,+1.000000e+00,
Ch9=-5.569065e+00,+1.069652e-03,-1.276158e-08,+2.996936e-13,-3.733113e-18,+2.715745e-23,+0.000000e+00,+0.000000e+00,
Ch10=0.000000000e00,3.484000000e-03,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,0.000000000e00,
BuzzerEN=0
BuzzerInterval=1
COMMENT= 
SensorType2=06070303000202020302
BuzzerNumber=1
DepM=0
CondDepB=0
FilmNo=175120BA
[Item]
日付情報,時刻情報,深度 [m],水温 [℃],塩分 [ ],電導度 [mS/cm],EC25 [μS/cm],Density [kg/m^3],σT [ ],Chl-Flu. [ppb],Chl-a [μg/l],濁度中ﾚﾝｼﾞ [FTU],DO [%],Weiss-DO [mg/l],電池電圧 [V],G&G-DO [mg/l],B&K-DO [mg/l],
2022/09/06,09:24:33,2.2144,26.959,33.422,52.913,50727.140,1021.552,21.543,1.75,1.75,0.90,109.13,7.163,8.20,7.183,7.184,
2022/09/06,09:24:33,2.2574,26.955,33.427,52.916,50733.776,1021.557,21.548,1.58,1.58,0.82,109.21,7.169,8.22,7.189,7.190,
2022/09/06,09:24:33,2.2789,26.951,33.429,52.915,50736.721,1021.560,21.550,1.41,1.41,0.81,109.18,7.168,8.20,7.188,7.189,
2022/09/06,09:24:33,2.3219,26.948,33.429,52.912,50737.891,1021.562,21.552,1.39,1.39,0.83,109.13,7.165,8.18,7.186,7.187,
2022/09/06,09:24:34,2.3434,26.945,33.428,52.907,50735.903,1021.561,21.551,1.46,1.46,0.94,108.97,7.157,8.20,7.177,7.178,
2022/09/06,09:24:34,2.3863,26.942,33.429,52.906,50738.141,1021.564,21.553,1.43,1.43,0.81,108.86,7.150,8.19,7.170,7.171,
2022/09/06,09:24:34,2.4078,26.935,33.423,52.890,50730.652,1021.562,21.551,1.30,1.30,0.74,108.90,7.154,8.20,7.174,7.175,
2022/09/06,09:24:34,2.4508,26.923,33.422,52.877,50730.838,1021.565,21.554,1.29,1.29,0.82,109.01,7.162,8.20,7.183,7.184,
2022/09/06,09:24:34,2.4723,26.909,33.419,52.859,50728.302,1021.567,21.556,1.52,1.52,0.83,108.98,7.162,8.22,7.182,7.183,
2022/09/06,09:24:34,2.4938,26.894,33.417,52.841,50727.169,1021.571,21.560,1.51,1.51,0.86,109.08,7.170,8.19,7.190,7.191,
2022/09/06,09:24:34,2.5368,26.879,33.421,52.831,50733.804,1021.578,21.568,1.62,1.62,0.85,108.92,7.161,8.20,7.182,7.183,
2022/09/06,09:24:34,2.5583,26.868,33.431,52.833,50748.017,1021.589,21.578,1.52,1.52,1.20,108.86,7.158,8.20,7.179,7.180,
2022/09/06,09:24:34,2.5798,26.858,33.433,52.827,50752.454,1021.594,21.583,1.62,1.62,1.01,108.75,7.150,8.19,7.170,7.172,
2022/09/06,09:24:34,2.6228,26.848,33.429,52.810,50747.034,1021.594,21.583,1.59,1.59,0.90,108.64,7.144,8.19,7.164,7.165,
2022/09/06,09:24:35,2.6443,26.837,33.434,52.807,50755.639,1021.602,21.590,1.55,1.55,0.88,108.63,7.143,8.19,7.163,7.165,
2022/09/06,09:24:35,2.6658,26.827,33.438,52.802,50761.420,1021.608,21.596,1.67,1.67,0.87,108.52,7.138,8.20,7.158,7.159,
2022/09/06,09:24:35,2.6873,26.821,33.444,52.805,50770.898,1021.615,21.603,1.72,1.72,0.77,108.41,7.131,8.19,7.151,7.152,
2022/09/06,09:24:35,2.6873,26.816,33.443,52.798,50769.865,1021.616,21.604,1.55,1.55,0.79,108.43,7.131,8.19,7.151,7.152,
2022/09/06,09:24:35,2.7088,26.812,33.444,52.795,50771.169,1021.617,21.606,1.52,1.52,0.85,108.24,7.118,8.20,7.139,7.140,
2022/09/06,09:24:35,2.7303,26.809,33.451,52.802,50781.041,1021.624,21.612,1.76,1.76,0.91,108.17,7.113,8.18,7.133,7.134,
2022/09/06,09:24:35,2.7518,26.805,33.444,52.788,50772.019,1021.620,21.608,2.15,2.15,1.00,108.17,7.113,8.18,7.134,7.135,
2022/09/06,09:24:35,2.7733,26.801,33.445,52.786,50773.590,1021.622,21.610,1.89,1.89,0.97,108.16,7.112,8.18,7.133,7.134,
2022/09/06,09:24:35,2.7948,26.796,33.444,52.779,50772.984,1021.623,21.611,2.06,2.06,1.08,108.10,7.109,8.20,7.129,7.130,
2022/09/06,09:24:35,2.8378,26.792,33.440,52.769,50768.352,1021.622,21.609,1.88,1.88,0.97,108.13,7.113,8.19,7.134,7.135,
2022/09/06,09:24:36,2.8593,26.791,33.439,52.768,50767.302,1021.621,21.609,1.89,1.89,0.90,107.98,7.106,8.21,7.126,7.127,
2022/09/06,09:24:36,2.8808,26.789,33.440,52.766,50767.808,1021.622,21.610,2.00,2.00,0.92,107.96,7.106,8.19,7.126,7.127,
2022/09/06,09:24:36,2.9023,26.783,33.436,52.756,50763.961,1021.622,21.609,2.18,2.18,0.95,107.94,7.106,8.16,7.126,7.128,
2022/09/06,09:24:36,2.9238,26.775,33.435,52.745,50762.440,1021.623,21.610,1.86,1.86,1.01,107.86,7.102,8.20,7.122,7.124,
2022/09/06,09:24:36,2.9668,26.768,33.433,52.735,50761.048,1021.624,21.612,1.98,1.98,0.94,107.77,7.099,8.19,7.119,7.120,
2022/09/06,09:24:36,2.9883,26.763,33.440,52.741,50771.451,1021.631,21.619,1.96,1.96,1.00,107.67,7.092,8.20,7.113,7.114,
2022/09/06,09:24:36,3.0098,26.759,33.441,52.737,50772.230,1021.633,21.620,1.94,1.94,1.05,107.60,7.088,8.22,7.108,7.110,
2022/09/06,09:24:36,3.0528,26.752,33.442,52.732,50774.785,1021.637,21.623,1.85,1.85,1.05,107.54,7.086,8.19,7.106,7.107,
2022/09/06,09:24:36,3.0743,26.744,33.440,52.721,50773.013,1021.638,21.624,2.44,2.44,1.10,107.38,7.077,8.20,7.097,7.098,
2022/09/06,09:24:36,3.1173,26.737,33.442,52.717,50776.540,1021.642,21.628,2.44,2.44,1.10,107.40,7.080,8.19,7.100,7.101,
2022/09/06,09:24:37,3.1603,26.730,33.446,52.715,50782.499,1021.647,21.633,2.75,2.75,1.11,107.31,7.075,8.21,7.095,7.096,
2022/09/06,09:24:37,3.1818,26.726,33.446,52.711,50782.761,1021.648,21.634,2.32,2.32,1.17,107.13,7.064,8.22,7.084,7.085,
2022/09/06,09:24:37,3.2248,26.722,33.443,52.704,50779.550,1021.648,21.634,2.50,2.50,1.22,107.10,7.063,8.20,7.083,7.084,
2022/09/06,09:24:37,3.2463,26.719,33.447,52.705,50784.632,1021.651,21.637,2.40,2.40,1.33,106.99,7.056,8.18,7.076,7.077,
2022/09/06,09:24:37,3.2893,26.713,33.453,52.708,50793.586,1021.658,21.644,1.98,1.98,1.26,106.77,7.041,8.22,7.061,7.063,
2022/09/06,09:24:37,3.3323,26.707,33.454,52.704,50795.790,1021.661,21.646,2.13,2.13,1.33,106.69,7.037,8.22,7.057,7.058,
2022/09/06,09:24:37,3.3538,26.701,33.462,52.708,50806.616,1021.669,21.654,1.97,1.97,1.49,106.62,7.032,8.22,7.052,7.053,
2022/09/06,09:24:37,3.3968,26.697,33.460,52.702,50805.278,1021.669,21.654,1.85,1.85,1.28,106.54,7.027,8.18,7.047,7.048,
2022/09/06,09:24:37,3.4183,26.696,33.465,52.708,50811.580,1021.673,21.658,2.14,2.14,1.35,106.43,7.020,8.20,7.040,7.041,
2022/09/06,09:24:37,3.4613,26.701,33.463,52.710,50808.821,1021.670,21.655,2.14,2.14,1.42,106.46,7.023,8.20,7.043,7.044,
2022/09/06,09:24:38,3.4828,26.699,33.457,52.700,50800.863,1021.666,21.651,1.88,1.88,1.20,106.42,7.020,8.19,7.040,7.041,
2022/09/06,09:24:38,3.5043,26.694,33.466,52.706,50813.085,1021.675,21.660,1.92,1.92,1.19,106.28,7.009,8.20,7.029,7.030,
2022/09/06,09:24:38,3.5258,26.686,33.462,52.693,50808.521,1021.674,21.659,2.24,2.24,1.49,106.32,7.012,8.20,7.032,7.033,
2022/09/06,09:24:38,3.5688,26.678,33.461,52.683,50807.719,1021.676,21.661,2.38,2.38,1.22,106.14,7.000,8.22,7.020,7.021,
2022/09/06,09:24:38,3.5688,26.667,33.468,52.683,50819.133,1021.685,21.670,2.50,2.50,1.13,106.12,7.000,8.18,7.019,7.020,
2022/09/06,09:24:38,3.5903,26.660,33.474,52.684,50826.969,1021.691,21.676,2.42,2.42,1.10,106.05,6.995,8.19,7.015,7.016,
2022/09/06,09:24:38,3.6118,26.654,33.468,52.669,50819.783,1021.689,21.673,2.67,2.67,1.14,105.92,6.987,8.19,7.007,7.008,
2022/09/06,09:24:38,3.6548,26.645,33.463,52.652,50813.674,1021.688,21.673,2.90,2.90,1.13,105.98,6.992,8.18,7.012,7.013,
2022/09/06,09:24:38,3.6763,26.632,33.462,52.639,50814.623,1021.692,21.676,2.80,2.80,1.20,106.03,6.997,8.21,7.017,7.018,
2022/09/06,09:24:38,3.6978,26.618,33.450,52.607,50799.105,1021.687,21.671,2.45,2.45,1.29,105.92,6.993,8.22,7.013,7.014,
2022/09/06,09:24:39,3.6978,26.600,33.469,52.615,50826.374,1021.707,21.691,2.37,2.37,1.32,105.97,6.997,8.20,7.017,7.018,
2022/09/06,09:24:39,3.7408,26.580,33.459,52.581,50814.814,1021.706,21.690,2.50,2.50,1.29,105.86,6.992,8.20,7.012,7.013,
2022/09/06,09:24:39,3.7623,26.562,33.447,52.547,50801.016,1021.703,21.687,2.80,2.80,1.33,105.74,6.986,8.18,7.006,7.007,
2022/09/06,09:24:39,3.7838,26.549,33.461,52.553,50821.182,1021.718,21.701,2.64,2.64,1.28,105.73,6.988,8.18,7.008,7.009,
2022/09/06,09:24:39,3.8053,26.540,33.460,52.543,50820.921,1021.720,21.703,3.18,3.18,1.42,105.70,6.987,8.19,7.007,7.008,
2022/09/06,09:24:39,3.8268,26.530,33.452,52.522,50810.672,1021.717,21.700,3.54,3.54,1.41,105.67,6.987,8.20,7.006,7.007,
2022/09/06,09:24:39,3.8483,26.518,33.452,52.510,50812.235,1021.721,21.704,3.09,3.09,1.33,105.65,6.986,8.20,7.006,7.007,
2022/09/06,09:24:39,3.8913,26.504,33.448,52.490,50808.022,1021.722,21.705,2.97,2.97,1.35,105.53,6.981,8.20,7.001,7.002,
2022/09/06,09:24:39,3.9128,26.493,33.452,52.483,50814.812,1021.729,21.712,3.26,3.26,1.33,105.36,6.972,8.19,6.992,6.993,
2022/09/06,09:24:39,3.9343,26.484,33.455,52.479,50819.581,1021.734,21.717,3.36,3.36,1.33,105.26,6.966,8.19,6.986,6.987,
2022/09/06,09:24:40,3.9558,26.477,33.454,52.471,50819.735,1021.736,21.719,3.35,3.35,1.37,105.22,6.964,8.20,6.984,6.985,
2022/09/06,09:24:40,3.9773,26.470,33.450,52.459,50815.137,1021.735,21.718,3.49,3.49,1.49,104.96,6.948,8.19,6.967,6.969,
2022/09/06,09:24:40,4.0202,26.463,33.451,52.453,50817.168,1021.739,21.721,3.04,3.04,1.49,104.89,6.944,8.19,6.964,6.965,
2022/09/06,09:24:40,4.0632,26.458,33.454,52.451,50821.036,1021.742,21.725,2.90,2.90,1.40,104.69,6.933,8.19,6.953,6.954,
2022/09/06,09:24:40,4.0847,26.453,33.455,52.448,50823.667,1021.745,21.727,3.15,3.15,1.37,104.65,6.931,8.20,6.951,6.952,
2022/09/06,09:24:40,4.1062,26.448,33.453,52.440,50821.678,1021.745,21.728,3.71,3.71,1.52,104.57,6.927,8.18,6.947,6.948,
2022/09/06,09:24:40,4.1492,26.439,33.455,52.434,50824.614,1021.749,21.731,4.09,4.09,1.60,104.30,6.909,8.18,6.929,6.930,
2022/09/06,09:24:40,4.1922,26.431,33.456,52.428,50827.055,1021.753,21.735,4.07,4.07,1.40,104.11,6.897,8.20,6.917,6.918,
2022/09/06,09:24:40,4.2137,26.426,33.457,52.423,50829.000,1021.756,21.737,3.55,3.55,1.49,103.92,6.885,8.23,6.905,6.906,
2022/09/06,09:24:40,4.2567,26.421,33.457,52.419,50829.440,1021.757,21.739,3.31,3.31,1.40,103.72,6.873,8.19,6.893,6.894,
2022/09/06,09:24:41,4.2782,26.413,33.460,52.413,50833.533,1021.762,21.743,3.02,3.02,1.38,103.54,6.862,8.20,6.881,6.882,
2022/09/06,09:24:41,4.2997,26.404,33.468,52.416,50846.070,1021.771,21.752,3.82,3.82,1.45,103.33,6.848,8.20,6.867,6.868,
2022/09/06,09:24:41,4.3427,26.398,33.470,52.414,50849.929,1021.775,21.756,3.48,3.48,1.47,103.19,6.840,8.20,6.859,6.860,
2022/09/06,09:24:41,4.3857,26.393,33.480,52.422,50862.957,1021.783,21.764,3.72,3.72,1.36,102.99,6.826,8.19,6.845,6.846,
2022/09/06,09:24:41,4.4072,26.389,33.478,52.416,50861.633,1021.784,21.765,3.45,3.45,1.37,102.85,6.815,8.20,6.834,6.836,
2022/09/06,09:24:41,4.4287,26.385,33.484,52.420,50869.794,1021.789,21.770,3.19,3.19,1.36,102.72,6.807,8.22,6.827,6.828,
2022/09/06,09:24:41,4.4717,26.383,33.484,52.417,50869.499,1021.790,21.771,3.49,3.49,1.47,102.65,6.803,8.22,6.822,6.823,
2022/09/06,09:24:41,4.4717,26.384,33.491,52.428,50879.034,1021.795,21.776,4.21,4.21,1.49,102.42,6.787,8.19,6.806,6.807,
2022/09/06,09:24:41,4.4932,26.384,33.493,52.432,50882.193,1021.797,21.777,3.85,3.85,1.33,102.31,6.779,8.20,6.799,6.800,
2022/09/06,09:24:41,4.5147,26.384,33.492,52.430,50880.426,1021.796,21.776,3.40,3.40,1.26,102.24,6.774,8.18,6.793,6.794,
2022/09/06,09:24:42,4.5362,26.382,33.499,52.438,50890.492,1021.802,21.783,3.36,3.36,1.24,102.14,6.766,8.19,6.785,6.786,
2022/09/06,09:24:42,4.5577,26.379,33.504,52.441,50897.072,1021.807,21.787,3.10,3.10,1.27,102.06,6.761,8.20,6.780,6.781,
2022/09/06,09:24:42,4.5792,26.379,33.513,52.454,50909.157,1021.814,21.794,3.05,3.05,1.19,101.95,6.753,8.20,6.773,6.774,
2022/09/06,09:24:42,4.6007,26.380,33.511,52.452,50907.167,1021.812,21.792,3.69,3.69,1.17,101.74,6.739,8.20,6.758,6.759,
2022/09/06,09:24:42,4.6222,26.381,33.514,52.458,50911.301,1021.814,21.794,3.37,3.37,1.22,101.71,6.736,8.20,6.755,6.756,
2022/09/06,09:24:42,4.6437,26.384,33.520,52.468,50918.346,1021.818,21.798,3.08,3.08,1.26,101.54,6.725,8.20,6.744,6.745,
2022/09/06,09:24:42,4.6437,26.385,33.524,52.475,50923.722,1021.820,21.800,3.45,3.45,1.24,101.57,6.726,8.20,6.745,6.746,
2022/09/06,09:24:42,4.6867,26.386,33.518,52.468,50915.103,1021.816,21.795,3.80,3.80,1.35,101.54,6.725,8.20,6.744,6.745,
2022/09/06,09:24:42,4.6867,26.388,33.527,52.482,50926.989,1021.822,21.801,3.78,3.78,1.33,101.47,6.721,8.20,6.740,6.741,
2022/09/06,09:24:42,4.7297,26.391,33.533,52.494,50934.733,1021.825,21.805,4.49,4.49,1.38,101.50,6.723,8.19,6.742,6.744,
2022/09/06,09:24:43,4.7297,26.395,33.535,52.500,50937.020,1021.826,21.805,3.84,3.84,1.68,101.30,6.711,8.20,6.730,6.731,
2022/09/06,09:24:43,4.7727,26.398,33.534,52.503,50936.188,1021.825,21.804,3.34,3.34,1.35,101.26,6.708,8.20,6.727,6.728,
2022/09/06,09:24:43,4.7727,26.400,33.532,52.502,50933.080,1021.822,21.802,3.32,3.32,1.28,101.24,6.707,8.20,6.726,6.727,
2022/09/06,09:24:43,4.8157,26.401,33.530,52.499,50930.083,1021.821,21.800,3.47,3.47,1.22,101.27,6.710,8.20,6.729,6.730,
2022/09/06,09:24:43,4.8372,26.401,33.529,52.498,50928.682,1021.820,21.799,3.52,3.52,1.22,101.11,6.700,8.19,6.719,6.720,
2022/09/06,09:24:43,4.8802,26.400,33.527,52.495,50925.833,1021.819,21.797,3.85,3.85,1.42,100.91,6.686,8.18,6.705,6.706,
2022/09/06,09:24:43,4.9017,26.399,33.526,52.492,50924.743,1021.818,21.797,3.57,3.57,1.37,100.93,6.689,8.20,6.708,6.709,
2022/09/06,09:24:43,4.9447,26.399,33.523,52.489,50921.454,1021.817,21.795,3.77,3.77,1.32,100.88,6.686,8.20,6.705,6.706,
2022/09/06,09:24:43,4.9662,26.399,33.522,52.487,50919.509,1021.816,21.794,3.77,3.77,1.29,100.73,6.677,8.19,6.696,6.697,
2022/09/06,09:24:43,5.0092,26.399,33.521,52.485,50918.517,1021.816,21.794,4.05,4.05,1.58,100.72,6.677,8.20,6.695,6.697,
2022/09/06,09:24:44,5.0522,26.399,33.521,52.485,50918.328,1021.816,21.794,3.84,3.84,1.47,100.70,6.676,8.20,6.694,6.695,
2022/09/06,09:24:44,5.0737,26.400,33.516,52.480,50912.217,1021.812,21.790,3.52,3.52,1.40,100.64,6.672,8.22,6.691,6.692,
2022/09/06,09:24:44,5.1167,26.398,33.517,52.480,50913.545,1021.813,21.791,3.69,3.69,1.32,100.48,6.662,8.20,6.681,6.682,
2022/09/06,09:24:44,5.1382,26.396,33.517,52.477,50913.347,1021.814,21.792,4.03,4.03,1.28,100.43,6.660,8.19,6.679,6.680,
2022/09/06,09:24:44,5.1812,26.393,33.518,52.476,50915.598,1021.816,21.794,3.86,3.86,1.23,100.29,6.650,8.20,6.669,6.670,
2022/09/06,09:24:44,5.2242,26.392,33.518,52.475,50915.059,1021.816,21.793,3.79,3.79,1.37,100.13,6.640,8.20,6.659,6.660,
2022/09/06,09:24:44,5.2672,26.389,33.520,52.474,50918.436,1021.819,21.796,3.78,3.78,1.41,100.04,6.634,8.20,6.653,6.654,
2022/09/06,09:24:44,5.2887,26.388,33.521,52.474,50919.312,1021.820,21.797,3.85,3.85,1.44,99.93,6.628,8.20,6.646,6.647,
2022/09/06,09:24:44,5.3102,26.386,33.521,52.472,50919.321,1021.820,21.797,4.30,4.30,1.22,99.89,6.625,8.20,6.643,6.644,
2022/09/06,09:24:44,5.3747,26.385,33.520,52.470,50918.936,1021.821,21.797,4.31,4.31,1.26,99.88,6.624,8.20,6.643,6.644,
2022/09/06,09:24:45,5.3962,26.382,33.524,52.474,50924.797,1021.825,21.801,4.84,4.84,1.35,99.69,6.612,8.19,6.631,6.632,
2022/09/06,09:24:45,5.4177,26.381,33.523,52.470,50922.773,1021.824,21.801,3.83,3.83,1.38,99.59,6.605,8.20,6.624,6.625,
2022/09/06,09:24:45,5.4607,26.378,33.524,52.469,50925.115,1021.826,21.803,3.84,3.84,1.40,99.59,6.605,8.19,6.623,6.624,
2022/09/06,09:24:45,5.4822,26.375,33.525,52.468,50927.109,1021.828,21.805,4.80,4.80,1.41,99.57,6.603,8.19,6.622,6.623,
2022/09/06,09:24:45,5.5037,26.372,33.528,52.469,50931.478,1021.831,21.808,4.04,4.04,1.29,99.66,6.609,8.18,6.628,6.629,
2022/09/06,09:24:45,5.5467,26.372,33.528,52.469,50931.270,1021.832,21.808,3.86,3.86,1.32,99.54,6.601,8.20,6.619,6.620,
2022/09/06,09:24:45,5.5682,26.372,33.530,52.472,50934.104,1021.833,21.809,3.58,3.58,1.42,99.57,6.602,8.21,6.621,6.622,
2022/09/06,09:24:45,5.5897,26.374,33.528,52.470,50930.097,1021.831,21.806,3.47,3.47,1.28,99.55,6.600,8.20,6.619,6.620,
2022/09/06,09:24:45,5.6111,26.375,33.529,52.472,50931.299,1021.831,21.807,3.78,3.78,1.27,99.35,6.586,8.18,6.604,6.605,
2022/09/06,09:24:45,5.6326,26.375,33.529,52.472,50931.871,1021.832,21.807,4.21,4.21,1.32,99.44,6.592,8.20,6.610,6.611,
2022/09/06,09:24:46,5.6541,26.374,33.533,52.478,50938.085,1021.835,21.811,4.50,4.50,1.41,99.46,6.592,8.21,6.611,6.612,
2022/09/06,09:24:46,5.6756,26.374,33.531,52.474,50935.062,1021.834,21.809,3.91,3.91,1.32,99.45,6.590,8.20,6.609,6.610,
2022/09/06,09:24:46,5.6971,26.371,33.529,52.469,50932.851,1021.833,21.809,3.89,3.89,1.37,99.36,6.584,8.22,6.603,6.604,
2022/09/06,09:24:46,5.6971,26.369,33.530,52.468,50934.439,1021.835,21.810,4.16,4.16,1.51,99.32,6.581,8.20,6.600,6.601,
2022/09/06,09:24:46,5.7186,26.366,33.522,52.454,50923.901,1021.830,21.805,4.52,4.52,1.63,99.36,6.584,8.20,6.602,6.603,
2022/09/06,09:24:46,5.7401,26.361,33.531,52.461,50935.920,1021.838,21.813,5.81,5.81,1.73,99.36,6.583,8.22,6.602,6.603,
2022/09/06,09:24:46,5.7616,26.356,33.527,52.451,50931.414,1021.837,21.812,5.18,5.18,1.78,99.43,6.587,8.19,6.606,6.607,
2022/09/06,09:24:46,5.7831,26.347,33.522,52.434,50925.673,1021.836,21.811,4.81,4.81,2.04,99.41,6.585,8.20,6.604,6.605,
2022/09/06,09:24:46,5.7831,26.336,33.523,52.426,50928.560,1021.840,21.815,5.09,5.09,2.09,99.37,6.583,8.20,6.602,6.603,
2022/09/06,09:24:46,5.8046,26.328,33.528,52.423,50934.971,1021.846,21.821,5.41,5.41,1.90,99.35,6.582,8.18,6.600,6.601,
2022/09/06,09:24:47,5.8261,26.320,33.528,52.417,50937.082,1021.849,21.824,5.05,5.05,1.88,99.36,6.583,8.19,6.601,6.602,
2022/09/06,09:24:47,5.8691,26.313,33.526,52.406,50934.527,1021.850,21.824,4.86,4.86,1.88,99.35,6.583,8.19,6.602,6.603,
2022/09/06,09:24:47,5.8691,26.308,33.529,52.405,50939.430,1021.854,21.828,4.98,4.98,1.97,99.32,6.583,8.22,6.601,6.602,
2022/09/06,09:24:47,5.9121,26.305,33.533,52.406,50944.373,1021.858,21.832,4.40,4.40,1.87,99.27,6.580,8.21,6.598,6.599,
2022/09/06,09:24:47,5.9336,26.301,33.527,52.395,50937.102,1021.855,21.829,4.39,4.39,1.85,99.25,6.580,8.18,6.598,6.599,
2022/09/06,09:24:47,5.9551,26.297,33.527,52.392,50938.007,1021.856,21.830,4.45,4.45,1.94,99.14,6.574,8.19,6.592,6.593,
2022/09/06,09:24:47,5.9766,26.296,33.524,52.386,50933.540,1021.854,21.828,4.62,4.62,2.00,98.93,6.562,8.18,6.580,6.581,
2022/09/06,09:24:47,6.0196,26.295,33.523,52.383,50932.617,1021.854,21.828,4.77,4.77,1.77,98.79,6.553,8.20,6.572,6.573,
2022/09/06,09:24:47,6.0411,26.293,33.525,52.385,50935.604,1021.856,21.830,6.20,6.20,2.23,98.60,6.542,8.18,6.561,6.562,
2022/09/06,09:24:47,6.0626,26.293,33.521,52.378,50929.484,1021.853,21.827,6.91,6.91,2.40,98.56,6.541,8.20,6.559,6.560,
2022/09/06,09:24:48,6.0841,26.290,33.517,52.370,50924.663,1021.851,21.825,5.90,5.90,2.08,98.18,6.518,8.21,6.536,6.537,
2022/09/06,09:24:48,6.1271,26.287,33.514,52.362,50920.482,1021.850,21.823,5.11,5.11,2.00,97.92,6.501,8.20,6.520,6.521,
2022/09/06,09:24:48,6.1701,26.283,33.516,52.362,50924.771,1021.853,21.826,4.93,4.93,2.06,97.63,6.483,8.20,6.501,6.503,
2022/09/06,09:24:48,6.1916,26.280,33.516,52.360,50925.101,1021.854,21.827,4.96,4.96,2.15,97.43,6.471,8.19,6.489,6.490,
2022/09/06,09:24:48,6.2131,26.274,33.515,52.350,50923.373,1021.855,21.828,4.73,4.73,2.14,97.24,6.459,8.18,6.477,6.478,
2022/09/06,09:24:48,6.2561,26.264,33.519,52.346,50929.659,1021.861,21.834,4.78,4.78,2.24,96.99,6.443,8.20,6.461,6.462,
2022/09/06,09:24:48,6.2776,26.252,33.516,52.331,50928.136,1021.863,21.836,5.13,5.13,2.32,96.71,6.426,8.20,6.445,6.446,
2022/09/06,09:24:48,6.3206,26.238,33.518,52.318,50931.250,1021.869,21.842,4.52,4.52,2.55,96.53,6.416,8.19,6.434,6.435,
2022/09/06,09:24:48,6.3421,26.223,33.521,52.308,50937.196,1021.876,21.848,4.31,4.31,2.60,96.26,6.399,8.22,6.417,6.418,
2022/09/06,09:24:48,6.3851,26.210,33.524,52.299,50942.638,1021.882,21.855,4.49,4.49,2.64,96.04,6.387,8.20,6.405,6.406,
2022/09/06,09:24:49,6.4066,26.196,33.525,52.287,50945.592,1021.888,21.860,4.54,4.54,2.74,95.84,6.374,8.19,6.392,6.393,
2022/09/06,09:24:49,6.4281,26.185,33.529,52.280,50952.297,1021.894,21.867,4.09,4.09,2.86,95.61,6.361,8.19,6.379,6.380,
2022/09/06,09:24:49,6.4926,26.174,33.530,52.271,50955.466,1021.899,21.871,4.64,4.64,3.13,95.26,6.339,8.19,6.357,6.358,
2022/09/06,09:24:49,6.4926,26.164,33.529,52.260,50955.129,1021.901,21.873,4.57,4.57,3.18,94.97,6.321,8.20,6.339,6.340,
2022/09/06,09:24:49,6.5356,26.155,33.530,52.251,50956.459,1021.905,21.876,3.72,3.72,2.88,94.60,6.297,8.20,6.315,6.316,
2022/09/06,09:24:49,6.5786,26.151,33.530,52.248,50957.483,1021.906,21.878,4.32,4.32,3.28,94.34,6.280,8.19,6.298,6.299,
2022/09/06,09:24:49,6.6001,26.147,33.529,52.242,50955.682,1021.907,21.878,4.67,4.67,3.53,93.96,6.256,8.20,6.273,6.274,
2022/09/06,09:24:49,6.6431,26.142,33.529,52.238,50956.926,1021.909,21.880,4.09,4.09,2.92,93.58,6.230,8.22,6.248,6.249,
2022/09/06,09:24:49,6.6646,26.138,33.529,52.233,50957.680,1021.910,21.881,5.09,5.09,2.86,93.08,6.197,8.18,6.215,6.215,
2022/09/06,09:24:49,6.6861,26.136,33.535,52.239,50965.000,1021.915,21.886,4.66,4.66,2.91,92.72,6.173,8.20,6.191,6.192,
2022/09/06,09:24:50,6.7076,26.137,33.533,52.238,50962.551,1021.913,21.884,4.28,4.28,2.99,92.35,6.149,8.20,6.166,6.167,
